"Key","bn","en","es","hi","id","ptg","tl","ur","vi","zh"
"rechargeRecordDetail_czje","রিচার্জ পরিমাণ","Recharge amount","Monto de recarga","पुनर्भरण राशि","Jumlah isi ulang","Recarga quantidade","Halaga ng Recharge","ریچارج کی رقم","Số tiền tái nạp","充值金额"
"rechargeRecordDetail_czfs","রিচার্জ মোড","Recharge mode","Modo de recarga","रिचार्ज मोड","Mode isi ulang","Modo de recarga","Paraan ng Recharge","ریچارج موڈ","Chế độ tái nạp","充值方式"
"rechargeRecordDetail_czdd","রিচার্জ অর্ডার","Recharge order","Orden de recarga","पुनर्भरण आदेश","Order isi ulang","Ordem de recarga","Order ng Recharge","ریچارج آرڈر","Lệnh tái nạp","充值订单"
"rechargeRecordDetail_czsj","রিচার্জ সময়","Recharge time","Hora de recarga","रिचार्ज का समय","Waktu isi ulang","Tempo de recarga","Oras ng Recharge","ریچارج کا وقت","Thời gian tái nạp","充值时间"
"rechargeRecordDetail_fz","অনুলিপি","copy","copiar","कॉपी","salin","cópia","Kopyahin","کاپی","sao chép","复制"
"DataList_zwtzjl","কোন পণ রেকর্ড নেই","No betting record","Sin registro de apuestas","सट्टेबाजी का कोई रिकॉर्ड नहीं","Tidak ada catatan taruhan","Sem registro de apostas","Walang Record ng Pagtaya","بیٹنگ کا کوئی ریکارڈ نہیں۔","Không có hồ sơ cược","暂无投注记录"
"DataList_ljck","তাৎক্ষণিক জমা","Immediate deposit","Depósito inmediato","तत्काल जमा","Deposit langsung","Depósito imediato","Mag-deposito Agad","فوری جمع","Gửi tiền ngay","立即存款"
"FliterBox_sx","পর্দা","screen","pantalla","स्क्रीन","layar","tela","Ccreen","سکرین","màn hình","筛选"
"FliterBox_qb","সব","All","Todos","सभी","Semua","todo o mundo","Lahat","تمام","Tất cả","全部"
"FliterBox_pp","প্ল্যাটফর্ম","Platform","Plataforma","प्लैटफ़ॉर्म","Platform","marca","Platform","پلیٹ فارم","Nền tảng","平台"
"FliterBox_zjst","গত ৩ দিন","Last 3 days","Últimos 3 días","पिछले 3 दिन","3 hari terakhir","Últimos 3 dias","Nakalipas na 3 Araw","آخری 3 دن","3 ngày qua","最近三天"
"FliterBox_zjqt","গত ৭ দিন","Last 7 days","Últimos 7 días","पिछले 7 दिन","7 hari terakhir","Últimos 7 dias","Nakalipas na 7 Araw","آخری 7 دن","7 ngày qua","最近七天"
"FliterBox_zjygy","গত 30 দিন","Last 30 days","Últimos 30 días","पिछले 30 दिन","30 hari terakhir","Últimos 30 dias","Nakalipas na 30 Araw","آخری 30 دن","30 ngày qua","近一个月"
"SiteMail_lq","গ্রহণ","receive","recibir","प्राप्त करें","terima","receber","Kunin","وصول کریں","nhận được","领取"
"SiteMail_all_lq","সব দাবি","Claim all","Reclamar todo","सभी पर दावा करें","Klaim semua","Reivindicar tudo","Kunin Lahat","سب کا دعوی کریں۔","Nhận tất cả","全部领取"
"SiteMail_ylq","গৃহীত","Received","Recibido","प्राप्त","Diterima","Recebido","Natanggap","موصول ہوا۔","Đã nhận được","已领取"
"SiteMail_ygq","মেয়াদ শেষ","expired","expirado","खत्म हो चुका","kedaluwarsa","expirado","Nag-expire","میعاد ختم","đã hết hạn","已过期"
"Wallet_qbgl","ওয়ালেট","Wallet","Cartera","वॉलेट","Dompet","Carteira de carteira","Wallet","پرس","Ví","钱包管理"
"Wallet_Bank_card","ব্যাংক কার্ড ব্যবস্থাপনা","Bank Card Management","Gestión de tarjeta bancaria","बैंक कार्ड प्रबंधन","Manajemen Kartu Bank","Gestão de cartões bancários","Bank Card Management","بینک کارڈ مینجمنٹ","Quản lý Thẻ Ngân hàng","银行卡管理"
"Wallet_Alipay","আলিপে ম্যানেজমেন্ট","Alipay Management","Gestión de Alipay","अलीपे प्रबंधन","Manajemen Alipay","Gestão de Alipa","Alipay Management","علی پے مینجمنٹ","Quản lý Alipay","支付宝管理"
"Wallet_WeChat","Wechat ব্যবস্থাপনা","Wechat Management","Gestión de WeChat","वीचैट प्रबंधन","Manajemen WeChat","Gestão de Wechat","Wechat Management","ویکیٹ مینجمنٹ","Quản lý Wechat","微信管理"
"Wallet_USDT","USDT ব্যবস্থাপনা","USDT Management","Gestión de USDT","यूएसडीटी प्रबंधन","Manajemen USDT","Gerenciamento de USDT","USDT Management","USDT مینجمنٹ","Quản lý USDT","USDT管理"
"Wallet_waletpay","ওয়ালেট পেমেন্ট ম্যানেজমেন্ট","Wallet Payment Management","Gestión de pagos en la billetera","वॉलेट भुगतान प्रबंधन","Manajemen Pembayaran Dompet","Carteira de Pagamento","Wallet Payment Management","والیٹ ادائیگی کا انتظام","Quản lý Thanh toán Ví","钱包付管理"
"Wallet_zwbdd","কোনো বাঁধাই নেই","No Binding","Sin vinculación","कोई बंधन नहीं","Tanpa Binding","Sem ligação","Walang Binding","کوئی بائنڈنگ نہیں۔","Không Liên kết","暂无绑定的"
"Wallet_qbzdbdwg","ওয়ালেটটি পাঁচটি পর্যন্ত বাইন্ডিং সমর্থন করে, অনুগ্রহ করে খুলে ফেলুন","The wallet supports up to five bindings, please untie","La billetera admite hasta cinco vinculaciones, por favor, deshaga algunas","वॉलेट अधिकतम पांच बाइंडिंग का समर्थन करता है, कृपया खोल दें","Dompet ini mendukung hingga lima binding, silakan batalkan binding","A carteira suporta até cinco ligações, por favor desamarrar","Hanggang 5 Wallet lang ang maaaring i-bind, mangyaring alisin muna ang iba","پرس پانچ بائنڈنگز کو سپورٹ کرتا ہے، براہ کرم کھول دیں۔","Ví hỗ trợ tối đa năm liên kết, vui lòng tháo liên kết","钱包最多支持绑定五个，解绑请"
"Wallet_tj","যোগ করুন","Add","Agregar","जोड़ना","Tambahkan","Adicionar","Magdagdag","شامل کریں۔","Thêm","添加"
"Wallet_lxkf","গ্রাহক সেবার সাথে যোগাযোগ করুন","Contact customer service","Contactar con el servicio de atención al cliente","ग्राहक सेवा से संपर्क करें","Hubungi layanan pelanggan","Contactar o serviço ao cliente","Makipag-ugnayan sa Customer Service","کسٹمر سروس سے رابطہ کریں۔","Liên hệ dịch vụ khách hàng","联系客服"
"Wallet_qdbd","বাঁধাই নির্ধারণ করুন","Determine binding","Confirmar vinculación","बंधन निर्धारित करें","Tentukan binding","Determinar a ligação","Kumpirmahin ang Binding","بائنڈنگ کا تعین کریں۔","Xác định liên kết","绑定"
"bank_top_tips","আপনি একটি ব্যাঙ্ক কার্ড লিঙ্ক করেননি. নিরাপত্তার কারণে, ব্যাঙ্ক কার্ড লিঙ্ক করার জন্য আপনার ব্যক্তিগত তথ্য প্রয়োজন।","You have not linked a bank card. For security reasons, your personal information is required whist you link a bank card.","No has vinculado una tarjeta bancaria. Por razones de seguridad, se requiere tu información personal mientras vinculas una tarjeta bancaria.","आपने बैंक कार्ड लिंक नहीं किया है. सुरक्षा कारणों से, जब आप बैंक कार्ड लिंक करते हैं तो आपकी व्यक्तिगत जानकारी आवश्यक होती है।","Anda belum menautkan kartu bank. Untuk alasan keamanan, informasi pribadi Anda diperlukan saat Anda menautkan kartu bank.","Não ligaste um cartão bancário. Por razões de segurança, suas informações pessoais são necessárias para ligar um cartão bancário.","Wala kang na-link na Bank Card. Para sa iyong seguridad, kailangan ang iyong Personal na Impormasyon upang mai-link ang Bank Card.","آپ نے بینک کارڈ سے لنک نہیں کیا ہے۔ سیکیورٹی وجوہات کی بناء پر، آپ کی ذاتی معلومات درکار ہے جب آپ بینک کارڈ کو لنک کرتے ہیں۔","Bạn chưa liên kết thẻ ngân hàng. Vì lý do bảo mật, thông tin cá nhân của bạn được yêu cầu khi bạn liên kết thẻ ngân hàng.","您还没绑定银行卡，为了您的资金安全，绑定银行卡时，需要填写您的个人信息"
